StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Q3: search,Q4: queries_1,Q4: queries_2,Q4: queries_3,your behavior w/IP_1,you IP HS_1,you IP HS_2,you IP HS_3,you IP HS_4,you IP HS_5,you IP HS_6,you IP HS_7,Q95,user behavior IP_1,user IP HS_1,user IP HS_2,user IP HS_3,user IP HS_4,user IP HS_5,user IP HS_6,user IP HS_7,Q96,your behavior noIP_11,you no IP HS_1,you no IP HS_2,you no IP HS_3,you no IP HS_4,you no IP HS_5,you no IP HS_6,Q97,user behavior noIP_1,user no IP HS_1,user no IP HS_2,user no IP HS_3,user no IP HS_4,user no IP HS_5,user no IP HS_6,Q98,Q1: news freq_1,Q7: age,Q8: gender,Q8: gender_3_TEXT,Q9: politics,Q10: education,feedback,random id,condition,Create New Field or Choose From Dropdown...,queries_2 - Parent Topics,queries_2 - Sentiment Polarity,queries_2 - Sentiment Score,queries_2 - Sentiment,queries_2 - Topic Sentiment Label,queries_2 - Topic Sentiment Score,queries_2 - Topics,code
2022-02-15 02:49:06,2022-02-15 02:51:38,IP Address,100,151,True,2022-02-15 02:51:38,R_PuZYjZjYHQPgJjP,anonymous,EN,Yes,Yes,911 plane crash,ufo sightings,area 51,,,,,,,,,,,,,,,,,,,6,Neutral,Like,Like,Like,Like,Dislike,Yes,,,,,,,,,3,18-29,Male,,Moderate/centrist,Associate's degree,,910813,3,,,0,0,Neutral,,,Unknown,
2022-02-15 15:40:31,2022-02-15 15:46:25,IP Address,100,353,True,2022-02-15 15:46:25,R_2D8pnAmU3OXPy2Q,anonymous,EN,Yes,Yes,"covid ",government,aliens,,,,,,,,,,,,,,,,,,,7,Neutral,Dislike,Dislike,Like,Like,Neutral,Yes,,,,,,,,,8,40-49,Male,,Lean left,Bachelor's degree,,759789,3,,,0,0,Neutral,,,Unknown,
2022-02-15 18:43:59,2022-02-15 18:54:37,IP Address,100,637,True,2022-02-15 18:54:37,R_23RUhvDFDoM3Z1n,anonymous,EN,Yes,No,origin of Q,scientific evidence,educational level,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Neutral,Neutral,Like,Dislike,Yes,,,,,,,,,2,50-59,Male,,Lean left,Bachelor's degree,,194048,3,,,0,0,Neutral,,,Unknown,
2022-02-16 00:49:49,2022-02-16 00:55:29,IP Address,100,339,True,2022-02-16 00:55:29,R_eXQrGLtrEEW5r4l,anonymous,EN,Yes,Yes,flat earth,didn't go the moon....and that is true,"unrelenting body odor from leftist nutjob females that is impossible to cover up ",,,,,,,,,,9,Neutral,Like,Neutral,Neutral,Dislike,Like,Neutral,Yes,,,,,,,,,,,,,,,,,0,40-49,Male,,Hard right,Bachelor's degree,shut down your school and get married and have kids and be happy......you suck,427691,2,,,0,-1,Negative,,,Unknown,
2022-02-16 11:16:03,2022-02-16 11:18:52,IP Address,100,168,True,2022-02-16 11:18:52,R_Aoe5unCPwkOvS5X,anonymous,EN,Yes,Yes,"redlining ","gerrymandering ","Russian tampering of the 2016 election ",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Neutral,Like,Neutral,Like,Like,Yes,10,30-39,Male,,Moderate/centrist,Bachelor's degree,n/a,690404,4,,,0,0,Neutral,,,Unknown,
2022-02-17 11:09:58,2022-02-17 11:15:27,IP Address,100,328,True,2022-02-17 11:15:27,R_RLgd7TG5ek6m9xv,anonymous,EN,Yes,Yes,JOHN F. KENNEDY'S ASSASSINATION,ROSWELL CRASH & COVER-UP,PROTOCOLS OF THE ELDERS OF ZION,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Neutral,Like,Like,Like,Dislike,Neutral,Yes,7,30-39,Male,,Moderate/centrist,High school,,473259,4,,,0,-2,Very Negative,,,Unknown,
2022-02-18 07:46:31,2022-02-18 07:50:19,IP Address,100,227,True,2022-02-18 07:50:19,R_BQaSg7ubIVkQM2R,anonymous,EN,Yes,Yes,unsolved mysteries,ancient aliens,government coverup,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Yes,1,40-49,Female,,Hard left,Bachelor's degree,,887589,4,,,0,0,Neutral,,,Unknown,
2022-02-18 17:53:48,2022-02-18 17:55:47,IP Address,100,118,True,2022-02-18 17:55:47,R_3hmb4sg6BkdlkBh,anonymous,EN,Yes,Yes,moon landing hoax,atlantis,"jfk ",,,,,,,,,,,,,,,,,,,9,Neutral,Neutral,Like,Neutral,Like,Like,Yes,,,,,,,,,4,30-39,Male,,Lean right,High school,,486877,3,,,0,0,Neutral,,,Unknown,
2022-02-18 18:22:28,2022-02-18 18:27:30,IP Address,100,302,True,2022-02-18 18:27:31,R_1ooLJ7Vmk2tPVT9,anonymous,EN,Yes,No,covid origins,vaccine tracking,nazi moon bases,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Dislike,Like,Like,Dislike,Like,Like,Yes,8,40-49,Male,,Lean left,Bachelor's degree,,359291,4,,,0,0,Neutral,,,Unknown,
2022-02-18 18:52:19,2022-02-18 18:55:24,IP Address,100,185,True,2022-02-18 18:55:24,R_2X1nQbsYWIHp7vJ,anonymous,EN,Yes,Yes,Reptilians,Illuminati,Jews are aliens,,,,,,,,,,,,,,,,,,,3,Neutral,Like,Neutral,Like,Like,Neutral,Yes,,,,,,,,,6,30-39,Male,,Hard right,Bachelor's degree,,268551,3,,,0,0,Neutral,,,Unknown,
2022-02-18 21:58:23,2022-02-18 22:01:51,IP Address,100,208,True,2022-02-18 22:01:52,R_21HTkFt5WB8C78o,anonymous,EN,Yes,Yes,Government did 911,"Fake moon landing ",Plandemic,,,,,,,,,,6,Neutral,Like,Dislike,Dislike,Dislike,Dislike,Like,Yes,,,,,,,,,,,,,,,,,7,30-39,Male,,Lean right,"Graduate degree (M.D., J.D., PhD, etc.)",,549552,2,,,0,-1,Negative,,,Unknown,
2022-02-18 23:11:22,2022-02-18 23:20:11,IP Address,100,528,True,2022-02-18 23:20:11,R_26fORbXiuPBSn1M,anonymous,EN,Yes,Yes,China tik tok dumbing down other countries,USA democrats are owned by chinese,JFK was assassinated by powerful forces in the government for regime change,10,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,9,30-39,Male,,Lean right,Less than high school,,756202,1,,,0,0,Neutral,,,Unknown,
2022-02-19 04:40:13,2022-02-19 04:42:18,IP Address,100,124,True,2022-02-19 04:42:19,R_3lsiY8BAgx4hdyu,anonymous,EN,Yes,Yes,Cryptids,David Paulides,Freemasons,,,,,,,,,,7,Dislike,Like,Like,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,4,40-49,Male,,Lean right,Bachelor's degree,,214584,2,,,0,0,Neutral,,,Unknown,
2022-02-19 06:49:24,2022-02-19 06:55:05,IP Address,100,340,True,2022-02-19 06:55:05,R_1mwpdWuAE7EitH7,anonymous,EN,Yes,Yes,moon landing is not real,vaccines causes autism,911 was an inside job,,,,,,,,,,,,,,,,,,,4,Like,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,8,40-49,Male,,Hard left,Bachelor's degree,,229975,3,,,0,0,Neutral,,,Unknown,
2022-02-19 07:18:53,2022-02-19 07:22:46,IP Address,100,233,True,2022-02-19 07:22:46,R_3J3Q0KzZysVFlWU,anonymous,EN,Yes,Yes,vaccines,lizard people,truth behind covid,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Neutral,Like,Like,Neutral,Like,Neutral,Yes,2,40-49,Male,,Lean right,Bachelor's degree,,359071,4,,,0,0,Neutral,,,Unknown,
2022-02-19 07:40:59,2022-02-19 07:42:40,IP Address,100,100,True,2022-02-19 07:42:40,R_DJeGTdyU3JJfUxr,anonymous,EN,Yes,No,antivax,birds,illuminati,0,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,30-39,Female,,Lean left,Bachelor's degree,,672718,1,,,0,0,Neutral,,,Unknown,
2022-02-19 08:02:22,2022-02-19 08:04:20,IP Address,100,118,True,2022-02-19 08:04:21,R_3salHZNaBlbq7DW,anonymous,EN,Yes,No,covid made in lab,covid government lab,covid spread intentionally,0,Neutral,Dislike,Neutral,Neutral,Like,Dislike,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,50-59,Female,,Lean left,Bachelor's degree,,806591,1,,,0,0,Neutral,,,Unknown,
2022-02-20 19:18:51,2022-02-20 19:23:23,IP Address,100,271,True,2022-02-20 19:23:23,R_ZaY2o8XFSDVhpZv,anonymous,EN,Yes,No,aliens,5g towers,mole people,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Neutral,Like,Neutral,Neutral,Like,Like,Yes,5,30-39,Male,,Lean left,High school,,573969,4,,,0,0,Neutral,,,Unknown,
2022-02-21 08:57:59,2022-02-21 09:03:00,IP Address,100,301,True,2022-02-21 09:03:00,R_1HjcQZqNgKxTnD7,anonymous,EN,Yes,,"Ivermectin truly helps with COVID, but government is covering it up",JFK was killed by multiple people,"Martin Luther King, Jr. was killed by US government",6,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,6,40-49,Female,,Lean right,Bachelor's degree,,214866,1,,,0,-1,Negative,,,Unknown,
2022-02-14 16:41:02,2022-02-21 11:12:05,IP Address,100,585063,True,2022-02-21 11:12:06,R_3k4Vv3fbnbprpBo,anonymous,EN,Yes,Yes,9/11 let it happen on purpose,covid fauci gain of function,comet pizza paintings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Neutral,Neutral,Like,Neutral,Like,Like,Yes,2,40-49,Male,,Hard right,Associate's degree,,963560,4,,,0,-1,Negative,,,Unknown,
2022-02-21 15:07:54,2022-02-21 15:09:37,IP Address,100,102,True,2022-02-21 15:09:37,R_d4mxxBlDmYABpqF,anonymous,EN,Yes,Yes,hollow moon,faked moon landing,single JFK shooter,,,,,,,,,,2,Neutral,Dislike,Like,Dislike,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,3,40-49,Male,,Hard left,Bachelor's degree,,320806,2,,,0,-1,Negative,,,Unknown,
2022-02-22 14:00:07,2022-02-22 14:03:49,IP Address,100,221,True,2022-02-22 14:03:49,R_1pWHWeBfjVcCelw,anonymous,EN,Yes,No,fake moon landing,JFK second shooter,Area 51 aliens,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Dislike,Like,Neutral,Neutral,Dislike,Like,Yes,3,40-49,Female,,Moderate/centrist,Bachelor's degree,None,743545,4,,,0,0,Neutral,,,Unknown,
2022-02-22 14:00:12,2022-02-22 14:04:36,IP Address,100,263,True,2022-02-22 14:04:36,R_3IaQm4LUShvka3x,anonymous,EN,Yes,Yes,The magic bullet theory,911 building collapse,The gulf of Tonkin incident,,,,,,,,,,9,Neutral,Like,Neutral,Neutral,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,8,40-49,Male,,Hard left,High school,Thank you,509752,2,,,0,-1,Negative,,,Unknown,
2022-02-22 14:13:24,2022-02-22 14:17:32,IP Address,100,248,True,2022-02-22 14:17:33,R_1hMzGpx7pnI41rF,anonymous,EN,Yes,Yes,Moon landing was fake,Bill gates weather control,Chemtrails population control,10,Like,Neutral,Neutral,Neutral,Dislike,Like,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,10,40-49,Male,,Moderate/centrist,Bachelor's degree,,249935,1,,,0,0,Neutral,,,Unknown,
2022-02-22 14:06:29,2022-02-22 14:31:05,IP Address,100,1476,True,2022-02-22 14:31:05,R_3lYLilpkHzXYBZN,anonymous,EN,Yes,Yes,aliens,jfk assassination,9-11 hoax,,,,,,,,,,,,,,,,,,,9,Like,Like,Neutral,Neutral,Dislike,Like,Yes,,,,,,,,,3,40-49,Male,,Moderate/centrist,Bachelor's degree,,576065,3,,,0,0,Neutral,,,Unknown,
2022-02-22 14:56:01,2022-02-22 14:57:48,IP Address,100,106,True,2022-02-22 14:57:49,R_3hbBrv8KKMfFFRW,anonymous,EN,Yes,Yes,conspiracy video,unexplained videos,unsolved mysteries,,,,,,,,,,5,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,,,,,,,,,,,,,,,,,,0,30-39,Male,,Moderate/centrist,Bachelor's degree,,418382,2,,,0,-1,Negative,,,Unknown,
2022-02-22 15:02:06,2022-02-22 15:04:44,IP Address,100,157,True,2022-02-22 15:04:44,R_2pRxG2bN355Rxm6,anonymous,EN,Yes,Yes,ufo sightings,cryptids,government coverups,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Dislike,Like,Like,Dislike,Like,Like,Yes,4,30-39,Male,,Lean left,Bachelor's degree,,359395,4,,,0,0,Neutral,,,Unknown,
2022-02-22 17:54:56,2022-02-22 18:02:17,IP Address,100,440,True,2022-02-22 18:02:17,R_2PA5iglE6QkvEBU,anonymous,EN,Yes,Yes,government conspiracy,JFK's assassination,alien conspiracy,,,,,,,,,,,,,,,,,,,1,Neutral,Dislike,Neutral,Neutral,Like,Dislike,Yes,,,,,,,,,8,50-59,Female,,Lean left,Associate's degree,,692588,3,,,0,0,Neutral,,,Unknown,
2022-02-23 07:01:54,2022-02-23 07:04:46,IP Address,100,172,True,2022-02-23 07:04:46,R_PwiU12cOLUdfGMh,anonymous,EN,Yes,Yes,"Princess Diana's Death ",Holocaust myths,"JFK's Assignation ",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Neutral,Like,Neutral,Neutral,Like,Like,Yes,3,40-49,Female,,Moderate/centrist,Associate's degree,,513936,4,,,0,0,Neutral,,,Unknown,
2022-02-23 11:42:22,2022-02-23 11:50:05,IP Address,100,463,True,2022-02-23 11:50:05,R_3LZstoBRAe3oq16,anonymous,EN,Yes,No,moon landing fake,lizard people,"luminate ",6,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,40-49,Female,,Moderate/centrist,Associate's degree,,515318,1,,,0,0,Neutral,,,Unknown,
2022-02-23 17:32:12,2022-02-23 17:38:08,IP Address,100,355,True,2022-02-23 17:38:09,R_DqJB2ODay0UDIRz,anonymous,EN,Yes,Yes,moon landing conspiracy,JFK assassination hoax,9/11 government conspiracy,,,,,,,,,,7,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,6,50-59,Female,,Lean right,Bachelor's degree,,288777,2,,,0,0,Neutral,,,Unknown,
2022-02-27 11:57:32,2022-02-27 11:59:06,IP Address,100,94,True,2022-02-27 11:59:07,R_1GxZBSK1ulfWWlZ,anonymous,EN,Yes,Yes,Vaccinations,School Shootings,Moon Landing,,,,,,,,,,,,,,,,,,,1,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,4,18-29,Male,,Hard left,Bachelor's degree,,209859,3,,,0,0,Neutral,,,Unknown,
2022-02-27 11:57:39,2022-02-27 12:01:20,IP Address,100,221,True,2022-02-27 12:01:20,R_9X2EWrfHCLB7wjv,anonymous,EN,Yes,No,"Biden lost ","Election tampering ",Trump won 2021,,,,,,,,,,,,,,,,,,,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,0,50-59,Female,,Hard left,Bachelor's degree,,955710,3,,,0,0,Neutral,,,Unknown,
2022-02-27 11:58:33,2022-02-27 12:01:52,IP Address,100,199,True,2022-02-27 12:01:53,R_1CDD8T2AcxeyfuE,anonymous,EN,Yes,Yes,UFOs,Bigfoot,Secret government facilities,1,Like,Like,Like,Like,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,50-59,Male,,Lean left,Bachelor's degree,,484506,1,,,0,0,Neutral,,,Unknown,
2022-02-27 12:12:52,2022-02-27 12:18:28,IP Address,100,336,True,2022-02-27 12:18:29,R_3L1Iz3MsTLaUz2Z,anonymous,EN,Yes,Yes,Kubrick faked moon landing,JFK assassination conspiracy,Loch Ness monster evidence,,,,,,,,,,,,,,,,,,,1,Dislike,Like,Dislike,Dislike,Dislike,Like,Yes,,,,,,,,,3,30-39,Male,,Hard left,High school,,409658,3,,,0,0,Neutral,,,Unknown,
2022-02-27 12:16:03,2022-02-27 12:19:35,IP Address,100,212,True,2022-02-27 12:19:35,R_21dDa3MLrodujBf,anonymous,EN,Yes,No,moon landing fake,JFK assassination truth,Area 41,2,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2,40-49,Female,,Lean left,High school,,407438,1,,,0,0,Neutral,,,Unknown,
2022-02-27 12:19:14,2022-02-27 12:24:16,IP Address,100,301,True,2022-02-27 12:24:16,R_R31tTxSUbw0gRCF,anonymous,EN,Yes,Yes,illuminate,"conspiracy theories ","Society conspiracies  ",3,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,10,40-49,Female,,Hard right,Associate's degree,,951407,1,,,0,0,Neutral,,,Unknown,
2022-02-27 12:22:20,2022-02-27 12:27:49,IP Address,100,329,True,2022-02-27 12:27:49,R_1ITrB2KnzeXpiFt,anonymous,EN,Yes,No,9/11 was an inside job,Crisis actors in school shooting,Government controlling the population by releasing deadly viruses,,,,,,,,,,6,Neutral,Dislike,Like,Neutral,Dislike,Neutral,Like,Yes,,,,,,,,,,,,,,,,,7,30-39,Female,,Hard left,High school,It went fine thanks,176392,2,,,0,-1,Negative,,,Unknown,
2022-02-27 17:39:54,2022-02-27 17:41:45,IP Address,100,110,True,2022-02-27 17:41:45,R_1rfDFyRCTgJSBvE,anonymous,EN,Yes,Yes,jfk,aliens,conspiracy,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Neutral,Like,Neutral,Neutral,Like,Like,Yes,7,30-39,Male,,Lean right,High school,,400819,4,,,0,0,Neutral,,,Unknown,
2022-02-27 22:24:24,2022-02-27 22:26:00,IP Address,100,96,True,2022-02-27 22:26:00,R_8CT0IBVRh206uI1,anonymous,EN,Yes,Yes,moon landing hoax,president body double,stock market scam,,,,,,,,,,,,,,,,,,,0,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,10,30-39,Male,,Moderate/centrist,Less than high school,Thanks a bunch.,860540,3,,,0,0,Neutral,,,Unknown,
2022-03-01 19:10:35,2022-03-01 19:15:07,IP Address,100,272,True,2022-03-01 19:15:08,R_3CObAA6W0VPloUh,anonymous,EN,Yes,Yes,kennedy death,deep state,q anon,6,Neutral,Like,Neutral,Neutral,Dislike,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2,50-59,Female,,Hard right,High school,,460083,1,,,0,0,Neutral,,,Unknown,
2022-03-01 19:27:29,2022-03-01 19:29:57,IP Address,100,148,True,2022-03-01 19:29:57,R_2dfIEwvID8Xmk2e,anonymous,EN,Yes,Yes,Who really killed Kennedy?,Do aliens exist?,Was the ping pong ball that David Stern chose when Patrick Ewing was in the draft frozen beforehand?,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Dislike,Like,Like,Dislike,Like,Like,Yes,3,40-49,Male,,Moderate/centrist,Bachelor's degree,,210080,4,,,0,0,Neutral,,,Unknown,
2022-03-01 19:38:54,2022-03-01 19:43:53,IP Address,100,298,True,2022-03-01 19:43:53,R_2CsvfEVtEdj6c6m,anonymous,EN,Yes,Yes,marilyn monroe and the kennedy's,lizard people,moon landing,,,,,,,,,,10,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Yes,,,,,,,,,,,,,,,,,3,40-49,Female,,Moderate/centrist,Bachelor's degree,,991312,2,,,0,0,Neutral,,,Unknown,
2022-03-02 13:37:23,2022-03-02 13:40:41,IP Address,100,198,True,2022-03-02 13:40:41,R_3JxybubmrRhEWuQ,anonymous,EN,Yes,Yes,moon landing fake,aliens pyramids,vaccine misinformation,,,,,,,,,,,,,,,,,,,0,Neutral,Dislike,Neutral,Like,Dislike,Like,Yes,,,,,,,,,2,40-49,Female,,Hard left,Bachelor's degree,,378546,3,,,0,0,Neutral,,,Unknown,
2022-03-02 17:38:31,2022-03-02 17:39:45,IP Address,100,73,True,2022-03-02 17:39:45,R_3Nw94bjHX2DL2XT,anonymous,EN,Yes,Yes,9/11,Ghosts,MLB Rigged,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,5,30-39,Male,,Moderate/centrist,Associate's degree,I enjoyed the study,158771,1,,,0,0,Neutral,,,Unknown,
2022-03-04 09:10:03,2022-03-04 09:18:37,IP Address,100,513,True,2022-03-04 09:18:37,R_Rf3BUMoa3vShytH,anonymous,EN,Yes,Yes,Identifying conspiracy theories,psychological research on how conspiracy theories start,Expert guide to conspiracy theories,10,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,5,60+,Female,,Moderate/centrist,High school,,734944,1,,,0,0,Neutral,,,Unknown,
2022-03-04 20:13:07,2022-03-04 20:15:15,IP Address,100,128,True,2022-03-04 20:15:15,R_1popiECJtESPfLy,anonymous,EN,Yes,Yes,aliens,area 51,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Neutral,Like,Neutral,Neutral,Like,Like,Yes,5,40-49,Female,,Moderate/centrist,Bachelor's degree,,451111,4,,,0,0,Neutral,,,Unknown,
2022-03-04 21:19:11,2022-03-04 21:22:02,IP Address,100,170,True,2022-03-04 21:22:03,R_1Ehvqn2tdSzgRng,anonymous,EN,Yes,Yes,UFO,9-11,JFK,,,,,,,,,,10,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Yes,,,,,,,,,,,,,,,,,10,50-59,Female,,Lean right,Bachelor's degree,,931328,2,,,0,0,Neutral,,,Unknown,
2022-03-05 05:13:41,2022-03-05 05:17:38,IP Address,100,236,True,2022-03-05 05:17:38,R_2ZUYAawuVMATeQQ,anonymous,EN,Yes,Yes,9/11/2001,sandy hook,2020 vote,,,,,,,,,,9,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,4,50-59,Male,,Lean right,High school,,570136,2,,,0,0,Neutral,,,Unknown,
2022-03-06 18:10:02,2022-03-06 18:11:49,IP Address,100,106,True,2022-03-06 18:11:49,R_3KPxsYTL4lDFnFU,anonymous,EN,Yes,Yes,911,Election,"Trump ",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,7,40-49,Female,,Moderate/centrist,High school,,745118,4,,,0,0,Neutral,,,Unknown,
2022-03-07 15:38:29,2022-03-07 15:41:06,IP Address,100,157,True,2022-03-07 15:41:07,R_1fiQQrQzUABLjOF,anonymous,EN,Yes,Yes,JFK,New World Order,false flag,,,,,,,,,,,,,,,,,,,5,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,2,40-49,Male,,Lean left,Bachelor's degree,,319735,3,,,0,0,Neutral,,,Unknown,
2022-03-07 15:42:46,2022-03-07 15:44:00,IP Address,100,74,True,2022-03-07 15:44:00,R_ZkFWM4ca9wfsjAt,anonymous,EN,Yes,Yes,9/11,5g,aliens,,,,,,,,,,,,,,,,,,,0,Neutral,Like,Dislike,Dislike,Like,Like,Yes,,,,,,,,,5,30-39,Female,,Lean left,Bachelor's degree,,244455,3,,,0,0,Neutral,,,Unknown,
2022-03-07 15:51:55,2022-03-07 15:56:05,IP Address,100,250,True,2022-03-07 15:56:06,R_1eIvY1mel2jwOEI,anonymous,EN,Yes,Yes,moon landing fake,jfk conspiracy,covid vaccine conspiracy,,,,,,,,,,2,Neutral,Like,Neutral,Neutral,Like,Dislike,Neutral,Yes,,,,,,,,,,,,,,,,,9,60+,Female,,Lean left,Associate's degree,,237886,2,,,0,0,Neutral,,,Unknown,
2022-03-07 19:33:33,2022-03-07 19:36:40,IP Address,100,187,True,2022-03-07 19:36:40,R_1jlAWbGg4IbxLk7,anonymous,EN,Yes,Yes,Did we land on the moon,Who killed JFK,Is Epstein alive?,,,,,,,,,,,,,,,,,,,4,Like,Neutral,Neutral,Neutral,Dislike,Like,Yes,,,,,,,,,4,40-49,Male,,Lean right,Bachelor's degree,,227806,3,,,0,0,Neutral,,,Unknown,
2022-03-07 21:50:03,2022-03-07 21:52:44,IP Address,100,160,True,2022-03-07 21:52:45,R_12rKaSPgxSrzs61,anonymous,EN,Yes,No,"911 ",covid,natural disasters,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Neutral,Like,Neutral,Neutral,Like,Like,Yes,0,50-59,Female,,Hard left,High school,,631539,4,,,0,0,Neutral,,,Unknown,
2022-03-08 01:08:01,2022-03-08 01:09:42,IP Address,100,100,True,2022-03-08 01:09:43,R_1K8QWCgrRi60v8t,anonymous,EN,Yes,Yes,UFO Disclosure,Ancient Aliens,CIA False Flags,,,,,,,,,,,,,,,,,,,10,Neutral,Like,Like,Like,Like,Like,Yes,,,,,,,,,1,30-39,Male,,Hard right,High school,,874538,3,,,0,0,Neutral,,,Unknown,
2022-03-10 14:59:35,2022-03-10 15:02:14,IP Address,100,159,True,2022-03-10 15:02:14,R_1gvkXQ0I32iD8u8,anonymous,EN,Yes,Yes,illuminati runs the world,secret societies,do aliens exist,,,,,,,,,,9,Neutral,Like,Like,Like,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,9,30-39,Male,,Lean right,Bachelor's degree,Everything was simple to understand and complete,318336,2,,,0,0,Neutral,,,Unknown,
2022-03-12 16:04:47,2022-03-12 16:07:23,IP Address,100,155,True,2022-03-12 16:07:23,R_1F2lhJjdU2q8GVW,anonymous,EN,Yes,,bigfoot videos,chemtrail evidence,government chip evidence,,,,,,,,,,,,,,,,,,,0,Dislike,Like,Like,Like,Like,Like,Yes,,,,,,,,,0,30-39,Female,,Lean left,Bachelor's degree,,240804,3,,,0,0,Neutral,,,Unknown,
2022-03-12 16:07:14,2022-03-12 16:09:58,IP Address,100,163,True,2022-03-12 16:09:58,R_3parZTK7lEjxNWk,anonymous,EN,Yes,Yes,9/11,annunaki,aliens,1,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,6,30-39,Male,,Lean right,High school,,318084,1,,,0,0,Neutral,,,Unknown,
2022-03-12 16:15:43,2022-03-12 16:18:07,IP Address,100,143,True,2022-03-12 16:18:07,R_3aYkVOe80TjNhqp,anonymous,EN,Yes,Yes,flat earth,qanon,fake moon landing,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Dislike,Like,Like,Like,Yes,6,30-39,Female,,Lean left,Bachelor's degree,N/A,917291,4,,,0,0,Neutral,,,Unknown,
2022-03-12 16:16:35,2022-03-12 16:22:49,IP Address,100,373,True,2022-03-12 16:22:49,R_22WF5BpzNZ7WppK,anonymous,EN,Yes,No,election interference,voter fraud,voter interference,,,,,,,,,,,,,,,,,,,7,Dislike,Like,Neutral,Neutral,Like,Like,"No, I will go back and finish answering",,,,,,,,,1,60+,Female,,Lean right,High school,,492064,3,,,0,-1,Negative,,,Unknown,
2022-03-12 16:38:37,2022-03-12 16:43:08,IP Address,100,271,True,2022-03-12 16:43:08,R_1Kef3TXUmVTIlN0,anonymous,EN,Yes,Yes,area 51,aliens area 51,conspiracy area 51,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Neutral,Like,Neutral,Neutral,Dislike,Like,Yes,3,50-59,Female,,Lean left,Associate's degree,,309987,4,,,0,0,Neutral,,,Unknown,
